DATE,MABMM301USQ657S
2012-10-01,2.27399181534147
2013-01-01,1.53840706141396
2013-04-01,1.08900689545852
2013-07-01,1.39936022078655
2013-10-01,1.9612027638082
2014-01-01,1.52094714905828
2014-04-01,1.45184760231506
2014-07-01,1.28116017152821
2014-10-01,1.35829897117067
2015-01-01,1.88118442607665
2015-04-01,1.0619125126016
2015-07-01,1.18561656240857
2015-10-01,1.41350443355182
2016-01-01,2.21574755683961
2016-04-01,1.73390749482645
2016-07-01,1.56178190933779
2016-10-01,1.52516705618588
2017-01-01,1.47338511369478
2017-04-01,1.28053787082817
2017-07-01,1.05489598888182
2017-10-01,1.01828077336668
2018-01-01,0.782805790300738
2018-04-01,0.927855298642948
2018-07-01,0.934512904726194
2018-10-01,0.678525582248301
2019-01-01,1.37265891364251
2019-04-01,1.22576008182485
2019-07-01,1.86928648966023
2019-10-01,2.10082813376136
2020-01-01,2.45341186818573
2020-04-01,13.1455419113721
2020-07-01,4.20759375165157
2020-10-01,2.86761722598967
2021-01-01,3.53125748334296
2021-04-01,3.83718576897631
2021-07-01,2.32677362029007
2021-10-01,2.41168081363615
2022-01-01,1.32537690405709
2022-04-01,0.276570342651077
2022-07-01,-0.18520484055309
2022-10-01,-1.07830793343063
2023-01-01,-1.54294349499136
2023-04-01,-1.1943302541512
